"lastword","KNP","lambda"
"645","field",0.000182735922227591,0.475609756097561
"708","green",0.000182735922227591,0.527027027027027
"733","died",0.000182735922227591,0.475352112676056
"739","seem",0.000182735922227591,0.190140845070423
"762","conference",0.000182735922227591,0.489130434782609
"870","starts",0.000182735922227591,0.467213114754098
"965","reported",0.000182735922227591,0.490909090909091
"1042","upon",0.000182735922227591,0.455882352941176
"446","heart",0.000178675123955867,0.387931034482759
"468","eat",0.000178675123955867,0.455357142857143
"552","general",0.000178675123955867,0.481578947368421
"587","wouldnt",0.000178675123955867,0.325
"592","seeing",0.000178675123955867,0.463483146067416
"596","media",0.000178675123955867,0.588068181818182
"604","site",0.000178675123955867,0.474137931034483
"606","body",0.000178675123955867,0.51453488372093
"649","lunch",0.000178675123955867,0.429878048780488
"666","hold",0.000178675123955867,0.45
"670","child",0.000178675123955867,0.503164556962025
"671","facebook",0.000178675123955867,0.417721518987342
"678","human",0.000178675123955867,0.5
"696","race",0.000178675123955867,0.513157894736842
"705","wednesday",0.000178675123955867,0.43
"706","worked",0.000178675123955867,0.32
"754","action",0.000178675123955867,0.510869565217391
"756","band",0.000178675123955867,0.597826086956522
"760","campaign",0.000178675123955867,0.478260869565217
"770","weather",0.000178675123955867,0.532608695652174
"789","planning",0.000178675123955867,0.335820895522388
"805","sitting",0.000178675123955867,0.306818181818182
"809","club",0.000178675123955867,0.553846153846154
"821","deep",0.000178675123955867,0.55078125
"861","involved",0.000178675123955867,0.319672131147541
"1133","vs",0.000178675123955867,0.702127659574468
"288","weekend",0.000174614325684143,0.372881355932203
"421","mind",0.000174614325684143,0.405241935483871
"548","given",0.000174614325684143,0.3515625
"602","hair",0.000174614325684143,0.422413793103448
"626","district",0.000174614325684143,0.517857142857143
"639","ways",0.000174614325684143,0.262048192771084
"642","church",0.000174614325684143,0.539634146341463
"713","football",0.000174614325684143,0.462328767123288
"796","christmas",0.000174614325684143,0.511363636363636
"827","star",0.000174614325684143,0.52734375
"862","jesus",0.000174614325684143,0.528688524590164
"912","staff",0.000174614325684143,0.543103448275862
"932","executive",0.000174614325684143,0.46875
"1065","below",0.000174614325684143,0.397959183673469
"1085","twice",0.000174614325684143,0.413265306122449
"368","believe",0.000170553527412419,0.225
"390","saw",0.000170553527412419,0.31015037593985
"409","states",0.000170553527412419,0.490157480314961
"417","weeks",0.000170553527412419,0.42
"443","gonna",0.000170553527412419,0.33974358974359
"503","deal",0.000170553527412419,0.346698113207547
"509","word",0.000170553527412419,0.389150943396226
"528","problem",0.000170553527412419,0.400990099009901
"624","card",0.000170553527412419,0.428571428571429
"627","easy",0.000170553527412419,0.366071428571429
"667","paper",0.000170553527412419,0.54375
"720","blue",0.000170553527412419,0.5625
"721","crazy",0.000170553527412419,0.510416666666667
"777","price",0.000170553527412419,0.551470588235294
"780","super",0.000170553527412419,0.518382352941177
"782","dance",0.000170553527412419,0.526119402985075
"795","challenge",0.000170553527412419,0.454545454545455
"814","student",0.000170553527412419,0.576923076923077
"831","youll",0.000170553527412419,0.375
"847","miles",0.000170553527412419,0.375
"855","budget",0.000170553527412419,0.516393442622951
"871","daily",0.000170553527412419,0.575
"907","paul",0.000170553527412419,0.620689655172414
"917","player",0.000170553527412419,0.486842105263158
"920","spot",0.000170553527412419,0.421052631578947
"921","whos",0.000170553527412419,0.578947368421053
"947","text",0.000170553527412419,0.46875
"968","sports",0.000170553527412419,0.681818181818182
"986","groups",0.000170553527412419,0.438679245283019
"1093","customers",0.000170553527412419,0.515625
"1128","performance",0.000170553527412419,0.526595744680851
"261","wait",0.000166492729140694,0.170454545454545
"360","seen",0.000166492729140694,0.39612676056338
"414","share",0.000166492729140694,0.31547619047619
"447","mom",0.000166492729140694,0.459051724137931
"517","taken",0.000166492729140694,0.349514563106796
"535","sleep",0.000166492729140694,0.439393939393939
"544","order",0.000166492729140694,0.247422680412371
"557","enjoy",0.000166492729140694,0.335106382978723
"594","wrong",0.000166492729140694,0.362359550561798
"607","decided",0.000166492729140694,0.165697674418605
"664","film",0.000166492729140694,0.5625
"700","dog",0.000166492729140694,0.52
"702","spent",0.000166492729140694,0.38
"707","beach",0.000166492729140694,0.557432432432432
"743","box",0.000166492729140694,0.342857142857143
"767","sign",0.000166492729140694,0.369565217391304
"781","wine",0.000166492729140694,0.529411764705882
"800","fresh",0.000166492729140694,0.636363636363636
"829","wrote",0.000166492729140694,0.421875
"836","lots",0.000166492729140694,0.0952380952380952
"878","anyway",0.000166492729140694,0.419491525423729
"930","design",0.000166492729140694,0.549107142857143
"1103","named",0.000166492729140694,0.640625
"351","month",0.00016243193086897,0.444827586206897
"600","email",0.00016243193086897,0.431034482758621
"657","date",0.00016243193086897,0.388888888888889
"669","attention",0.00016243193086897,0.332278481012658
"676","cold",0.00016243193086897,0.509615384615385
"677","decision",0.00016243193086897,0.365384615384615
"701","fine",0.00016243193086897,0.5
"757","beat",0.00016243193086897,0.434782608695652
"779","success",0.00016243193086897,0.463235294117647
"802","issue",0.00016243193086897,0.420454545454545
"833","coffee",0.00016243193086897,0.535714285714286
"840","youve",0.00016243193086897,0.357142857142857
"852","walking",0.00016243193086897,0.483870967741935
"856","created",0.00016243193086897,0.35655737704918
"876","seriously",0.00016243193086897,0.575
"884","financial",0.00016243193086897,0.610169491525424
"894","sound",0.00016243193086897,0.444915254237288
"936","ideas",0.00016243193086897,0.415178571428571
"961","opened",0.00016243193086897,0.354545454545455
"1075","holding",0.00016243193086897,0.443877551020408
"1149","m",0.00016243193086897,0.521739130434783
"1212","onto",0.00016243193086897,0.323863636363636
"1217","throughout",0.00016243193086897,0.170454545454545
"1306","via",0.00016243193086897,0.475609756097561
"371","wish",0.000158371132597246,0.277173913043478
"424","excited",0.000158371132597246,0.201219512195122
"444","knew",0.000158371132597246,0.326923076923077
"522","parents",0.000158371132597246,0.514705882352941
"554","san",0.000158371132597246,0.205263157894737
"589","lives",0.000158371132597246,0.362359550561798
"635","trip",0.000158371132597246,0.330357142857143
"730","billion",0.000158371132597246,0.475352112676056
"761","changed",0.000158371132597246,0.380434782608696
"771","choice",0.000158371132597246,0.452205882352941
"778","stand",0.000158371132597246,0.397058823529412
"791","report",0.000158371132597246,0.470149253731343
"822","goal",0.000158371132597246,0.328125
"826","round",0.000158371132597246,0.48046875
"879","apparently",0.000158371132597246,0.584745762711864
"926","brought",0.000158371132597246,0.401785714285714
"960","michael",0.000158371132597246,0.695454545454545
"964","putting",0.000158371132597246,0.395454545454545
"1041","tweets",0.000158371132597246,0.455882352941176
"1131","session",0.000158371132597246,0.430851063829787
"1246","continues",0.000158371132597246,0.196428571428571
"1379","unless",0.000158371132597246,0.423076923076923
"516","mother",0.000154310334325522,0.45873786407767
"538","final",0.000154310334325522,0.612244897959184
"590","loved",0.000154310334325522,0.328651685393258
"615","air",0.000154310334325522,0.485294117647059
"646","gone",0.000154310334325522,0.448170731707317
"695","obama",0.000154310334325522,0.434210526315789
"759","break",0.000154310334325522,0.489130434782609
"783","feet",0.000154310334325522,0.425373134328358
"790","r",0.000154310334325522,0.548507462686567
"915","focus",0.000154310334325522,0.236842105263158
"916","mark",0.000154310334325522,0.565789473684211
"941","safety",0.000154310334325522,0.535714285714286
"1006","chief",0.000154310334325522,0.533653846153846
"1018","website",0.000154310334325522,0.519230769230769
"1025","credit",0.000154310334325522,0.397058823529412
"1033","oil",0.000154310334325522,0.529411764705882
"1039","spending",0.000154310334325522,0.5
"1043","workers",0.000154310334325522,0.588235294117647
"1055","led",0.000154310334325522,0.315
"1061","tickets",0.000154310334325522,0.3
"1088","asking",0.000154310334325522,0.5
"1106","products",0.000154310334325522,0.453125
"1142","hits",0.000154310334325522,0.472826086956522
"1150","management",0.000154310334325522,0.570652173913043
"1165","calls",0.000154310334325522,0.383333333333333
"1263","projects",0.000154310334325522,0.589285714285714
"389","idea",0.000150249536053797,0.287593984962406
"472","important",0.000150249536053797,0.421875
"514","buy",0.000150249536053797,0.41504854368932
"524","visit",0.000150249536053797,0.419117647058824
"527","moment",0.000150249536053797,0.304455445544554
"621","west",0.000150249536053797,0.547058823529412
"640","welcome",0.000150249536053797,0.370481927710843
"691","clear",0.000150249536053797,0.483552631578947
"755","america",0.000150249536053797,0.478260869565217
"764","fight",0.000150249536053797,0.369565217391304
"776","learned",0.000150249536053797,0.441176470588235
"788","ohio",0.000150249536053797,0.514925373134328
"819","cute",0.000150249536053797,0.50390625
"835","judge",0.000150249536053797,0.619047619047619
"839","worth",0.000150249536053797,0.452380952380952
"850","return",0.000150249536053797,0.411290322580645
"864","pass",0.000150249536053797,0.430327868852459
"866","received",0.000150249536053797,0.35655737704918
"872","development",0.000150249536053797,0.4375
"877","account",0.000150249536053797,0.508474576271186
"886","form",0.000150249536053797,0.406779661016949
"890","private",0.000150249536053797,0.546610169491525
"897","whatever",0.000150249536053797,0.483050847457627
"908","pictures",0.000150249536053797,0.413793103448276
"929","council",0.000150249536053797,0.482142857142857
"963","picked",0.000150249536053797,0.286363636363636
"985","earlier",0.000150249536053797,0.339622641509434
"988","industry",0.000150249536053797,0.566037735849057
"994","opening",0.000150249536053797,0.537735849056604
"1016","seven",0.000150249536053797,0.5625
"1032","mostly",0.000150249536053797,0.676470588235294
"1034","places",0.000150249536053797,0.470588235294118
"1077","photos",0.000150249536053797,0.397959183673469
"1091","cards",0.000150249536053797,0.515625
"1158","straight",0.000150249536053797,0.489130434782609
"1193","teachers",0.000150249536053797,0.55
"1215","showed",0.000150249536053797,0.392045454545455
"327","wanted",0.000146188737782073,0.17156862745098
"466","phone",0.000146188737782073,0.444690265486726
"470","heard",0.000146188737782073,0.341517857142857
"525","country",0.000146188737782073,0.445544554455445
"727","wall",0.000146188737782073,0.40625
"731","boys",0.000146188737782073,0.549295774647887
"732","dead",0.000146188737782073,0.549295774647887
"747","held",0.000146188737782073,0.407142857142857
"811","details",0.000146188737782073,0.403846153846154
"928","cheese",0.000146188737782073,0.508928571428571
"935","hall",0.000146188737782073,0.415178571428571
"937","include",0.000146188737782073,0.602678571428571
"952","education",0.000146188737782073,0.436363636363636
"955","fair",0.000146188737782073,0.490909090909091
"973","color",0.000146188737782073,0.361111111111111
"974","driving",0.000146188737782073,0.5
"975","leaving",0.000146188737782073,0.486111111111111
"977","message",0.000146188737782073,0.375
"1030","helped",0.000146188737782073,0.573529411764706
"1081","river",0.000146188737782073,0.627551020408163
"1084","trust",0.000146188737782073,0.505102040816326
"1109","served",0.000146188737782073,0.34375
"1115","committee",0.000146188737782073,0.558510638297872
"1136","collection",0.000146188737782073,0.342391304347826
"1152","passed",0.000146188737782073,0.391304347826087
"1174","families",0.000146188737782073,0.466666666666667
"1228","hearing",0.000146188737782073,0.558139534883721
"1278","cars",0.000146188737782073,0.548780487804878
"1314","de",0.000146188737782073,0.61875
"1327","marketing",0.000146188737782073,0.58125
"547","couldnt",0.000142127939510349,0.390625
"641","write",0.000142127939510349,0.38855421686747
"648","large",0.000142127939510349,0.621951219512195
